Summary,Legend,Protection,Sale,Place,Price,Seller,MSales,Comments
Samsung/三星 E2600 j708 时尚滑盖 学生 男女款 老人 手机 包邮,"消费者保障	七天退换",七天退换,"月售47笔	12条评价",广东 深圳,120.00        运费：0.00           信用卡,恒盈电讯,47,12
全新正版M2安卓4.3屏全智能手机安卓系统直板大屏触摸WIFI微信,消费者保障,无七天退换,"月售6笔	1条评价",广东 深圳,488.00        运费：0.00,智能手机新概念,6,1
HTC Z510d 双擎S/双模双待 电信天翼3G 商务手机 6月产 国行正品,"消费者保障	七天退换",七天退换,"月售50笔	239条评价",广东 深圳,1420.20        运费：22.00           信用卡,年度守信商家,50,239
K-Touch/天语 W619天语小黄蜂 天语w619 安卓智能3G手机 全国联保,消费者保障,无七天退换,"月售65笔	45条评价",广东 深圳,569.00        运费：8.00,个性岛,65,45
秒杀 行货锋达通E6双模双待CDMA 高通1GCPU 电信3G智能手机安卓,"消费者保障	七天退换",七天退换,"月售380笔	79条评价",广东 深圳,599.00        运费：0.00           信用卡,浪子修罗王,380,79
正品 美菱JJG998 直板 老人手机 老年人手机 大字 超长待机,"消费者保障	七天退换	正品保障",七天退换,"月售32笔	91条评价",河南 郑州,165.02        运费：10.00           信用卡,九方光电数码专营店,32,91
全新原装正品 行货OPPO A201 七天包退换 滑盖音乐手机 正品包邮,"消费者保障	七天退换",七天退换,"月售10笔	11条评价",广东 广州货到付款,310.02        运费：0.00           信用卡,汇通数码通讯,10,11
Nokia/诺基亚 1010双卡双待老人家学生音乐备用手机耐用耐摔包邮,"消费者保障	七天退换",七天退换,"月售41笔	15条评价",广东 广州,96.00        运费：0.00           信用卡,lb31028497,41,15
诺基亚1650老人机学生手机老人手机便宜手机Nokia/诺基亚 X2-03,"消费者保障	七天退换",七天退换,"月售1274笔	2971条评价",广东 深圳,80.00        运费：0.00           信用卡,男人三十20110426,1274,2971
最新正品全智能手机 安卓系统4.09 双核2G 800万像素 960 640触屏,"消费者保障	七天退换",七天退换,"月售32笔	4条评价",上海,780.00        运费：0.00           信用卡,亿彩通讯,32,4
Lenovo/联想 TD50t 移动G3 CMMB电视手机 滑盖正品行货 全国联保,消费者保障,无七天退换,"月售16笔	2条评价",上海,178.00        运费：8.00,武成通讯,16,2
关爱通A666 关爱心GS88 老人手机批发老年人手机正品行货超长待机,消费者保障,无七天退换,"月售41笔	32条评价",广东 深圳,69.00        运费：0.00,老年人手机工厂店,41,32
套餐特价 Philips/飞利浦 F718 手机 金属滑盖 正品 双原电,"消费者保障	七天退换	正品保障",七天退换,"月售28笔	28条评价",北京货到付款,575.00        运费：20.00           信用卡,万通郑捷数码专营店,28,28
正品原装Nokia/诺基亚 2680s 时尚  耐用滑盖手机 包邮 9折优<e6><83>,"消费者保障	七天退换",七天退换,"月售24笔	48条评价",广东 深圳,98.10        运费：0.00           信用卡,虹达电讯一代,24,48
Philips/飞利浦 D613手机 双模双待双卡翻盖 行货 黑色现货！现货,"消费者保障	七天退换",七天退换,"月售103笔	302条评价",广东 深圳货到付款,399.00        运费：22.00           信用卡,seaged2008,103,302
Yusun/语信 w706智能手机 安卓2.3 500万 4.0屏 1G主频 双卡双待,"消费者保障	七天退换	正品保障",七天退换,"月售89笔	65条评价",广东 深圳,598.00        运费：0.00           信用卡,语信旗舰店,89,65
HTC A510e G13 Wildfire S/野火Shtc手机正品 解S-off包邮+送电<e6><b1>,"消费者保障	七天退换",七天退换,"月售1181笔	2010条评价",广东 深圳,710.09        运费：0.00           信用卡,zmoonn,1181,2010
超薄迷你袖珍最薄最轻最小超小个性男女学生儿童可爱直板卡片手机,"消费者保障	七天退换",七天退换,"月售493笔	388条评价",上海,125.01        运费：0.00,ly6922639,493,388
【狂暑季】DOOV/朵唯 D710 女性安卓智能手机 双卡双待 3G手机,"消费者保障	七天退换	正品保障",七天退换,"月售10笔	10条评价",广东 深圳货到付款,890.00        运费：0.00           信用卡,家友数码通讯专营店,10,10
Huawei/华为 C2827 电信天翼CDMA手机 超长待机 电信手机 老人机,"消费者保障	七天退换",七天退换,"月售23笔	3条评价",广东 深圳,100.00        运费：10.00           信用卡,张小培1993,23,3
八月份港版 Sony/索尼 LT22i Xperia P 索爱 安卓智能手机双核4.0,"消费者保障	七天退换",七天退换,"月售365笔	297条评价",广东 深圳,1678.16        运费：0.00           信用卡,cjnlmn,365,297
Nokia/诺基亚 2020 双卡双待手机 触键双用 拍照 正品 新品,"消费者保障	七天退换	正品保障",七天退换,"月售52笔	8条评价",江苏 南京,428.00        运费：0.00           信用卡,中国移动官方旗舰店,52,8
免运费 现货Samsung/三星F619 电信天翼3G 女性手机 正品 当天发,"消费者保障	七天退换",七天退换,"月售52笔	131条评价",广东 深圳货到付款,668.00        运费：10.00           信用卡,nana_cool,52,131
HTC A510e G13 Wildfire S/野火Shtc智能手机 包邮,"消费者保障	七天退换",七天退换,月售9笔,广东 深圳货到付款,670.04        运费：0.00           信用卡,长鸣数码,9,0
包邮Samsung/三星 B309正品天翼CDMA电信手机带QQ现货买一送二,"消费者保障	七天退换",七天退换,"月售281笔	95条评价",浙江 杭州货到付款,88.00        运费：0.00,韦泓通讯,281,95
MIUI/小米 青春版 小米 M1 双核安卓4.0 3G智能手机 正品官网验证,"消费者保障	七天退换",七天退换,"月售498笔	28条评价",广东 深圳,1080.00        运费：0.01           信用卡,探索者ssm,498,28
正品途耐T99  IP67级防水三防户外手机 超强信号双卡双模双待CDMA,"消费者保障	七天退换",七天退换,"月售92笔	153条评价",广东 深圳,828.00        运费：0.00           信用卡,明欣通讯,92,153
Samsung/三星 I9001 Galaxy S Plus 正品手机送原电超级豪华礼包,"消费者保障	七天退换",七天退换,"月售329笔	1758条评价",广东 深圳,1480.05        运费：0.00           信用卡,金巴黎通讯,329,1758
特价 Samsung/三星 SCH-I619手机 电信天翼安卓智能机 白色现货,"消费者保障	七天退换",七天退换,"月售31笔	18条评价",广东 深圳,719.74        运费：0.01,焦点数码行,31,18
HTC A9191/Desire HD/G10渴望 安卓2.3系统 智能手机港版正品包邮,"消费者保障	七天退换",七天退换,"月售1169笔	2908条评价",广东 深圳,1060.17        运费：0.00           信用卡,xinxiangle_,1169,2908
Nokia/诺基亚 X1/X1-00双卡双模双待 电信天翼C5-03CDMA智能l手机,消费者保障,无七天退换,月售13笔,广东 深圳,270.01        运费：0.00,腾跃通信,13,0
特价包邮Nokia/诺基亚 1010双卡双待 超长待机备用学生直板手机qq,"消费者保障	七天退换",七天退换,月售27笔,广东 深圳,80.00        运费：0.10           信用卡,goolpk,27,0
hello kitty翻盖凯蒂猫手机K688可爱女生卡通手机儿童手机C90,"消费者保障	七天退换",七天退换,"月售166笔	275条评价",广东 深圳货到付款,280.00        运费：10.00           信用卡,瑞德创展,166,275
hello kitty翻盖凯蒂猫手机K688 女生卡通手机 儿童手机全新货源,"消费者保障	七天退换	24小时发货",七天退换,"月售40笔	77条评价",广东 深圳货到付款,290.00        运费：15.00           信用卡,北北8096,40,77
全新机【N72】原装正品 直板智能音乐手机Nokia/诺基亚 2030台,"消费者保障	七天退换",七天退换,"月售18笔	1条评价",广东 深圳,167.58        运费：0.00,首信商城01,18,1
特价BBK/步步高 K203M 忆江南 翻盖手机 正品行货 包邮,"消费者保障	七天退换",七天退换,"月售115笔	274条评价",广东 深圳货到付款,330.00        运费：0.00           信用卡折扣,诚信通讯88800,115,274
K-Touch/天语 T80 胭脂旋转触屏手机 TD-SCDMA 移动3G 全国联保,"消费者保障	七天退换	正品保障",七天退换,"月售101笔	67条评价",北京,255.00        运费：0.00           信用卡,蒙帝鸿运数码专营店,101,67
套餐送耳机 三星i519 电信 I519 手机 电信3G 双模双待 到纯净版,"消费者保障	七天退换	正品保障",七天退换,"月售174笔	96条评价",上海,850.04        运费：13.00           信用卡,旭翼数码专营店,174,96
K-Touch/天语 C208 双待待机王 正品行货手机 买天宇 信天探,"消费者保障	七天退换",七天退换,"月售113笔	327条评价",北京,250.00        运费：0.00           信用卡,天探集团,113,327
HTC EVO A9292 电信CDMA 安卓智能手机 完美3G 可刷4.0 小米包邮,"消费者保障	七天退换",七天退换,"月售11笔	1条评价",广东 深圳,550.00        运费：0.00,我的唯唯,11,1
Lenovo/联想 S760手机 乐Phone 正品行货 安卓智能机,"消费者保障	七天退换",七天退换,"月售17笔	54条评价",北京,760.00        运费：10.00           信用卡,卓宇世纪正品店,17,54
Huawei/华为 C2800  电信天翼CDMA手机 超长待机 原装正品送礼,消费者保障,无七天退换,"月售56笔	10条评价",广东 深圳,50.00        运费：10.00           折扣,千户通讯,56,10
Haier/海尔 V78+双卡手机 QQ 电子书 超长待机 正品行货全国联保,消费者保障,无七天退换,"月售17笔	70条评价",山东 烟台,170.00        运费：10.00           信用卡,诚信营业合作厅,17,70
Samsung/三星 I9300 GALAXY SIII 四核手机 全新8月产 送皮套原电,"消费者保障	七天退换",七天退换,月售12笔,浙江 杭州,3064.00        运费：0.00,tbw1389,12,0
百元手机包邮 V3IE 老人手机正品行货 Motorola/摩托罗拉 WX260台,消费者保障,无七天退换,"月售118笔	42条评价",上海,150.00        运费：0.00,happy_post,118,42
TOOKY/京崎 T85 双卡双待 安卓2.3.6系统 3G 正品智能手机 1GCPU,消费者保障,无七天退换,"月售5笔	2条评价",广东 深圳,878.00        运费：0.00           信用卡,转角遇到笨蛋,5,2
关爱心GS2000+ 大字体 正品行货 老人机 大屏老人手机 老年机大显,"消费者保障	七天退换",七天退换,"月售509笔	808条评价",浙江 杭州货到付款,138.01        运费：0.01           信用卡,全国老人机总代理,509,808
【官方正品】TOOKY/京崎 T1982 双卡双待 安卓 3G 女性智能手机,"消费者保障	七天退换",七天退换,"月售93笔	140条评价",广东 深圳,579.00        运费：0.10,博诚正品数码城,93,140
全国包邮Nokia/诺基亚 X1-01正品两电两充老人学生手机大号字体,"消费者保障	七天退换",七天退换,月售11笔,广东 深圳,126.00        运费：0.00           信用卡,航天通信旗舰店,11,0
Samsung/三星 S5830i全新正品行货安卓系统智能手机包邮限时促销,消费者保障,无七天退换,"月售5笔	10条评价",广东 深圳,1080.09        运费：0.00           信用卡,宏兴168通讯,5,10
HTC Z715e G18 Sensation XE/安卓4.0智能手机/G18灵感XE/送魔音,消费者保障,无七天退换,"月售39笔	2条评价",广东 深圳,960.00        运费：0.00,超人数码168,39,2
HTC A510e G13 Wildfire S 野火S htc安卓手机正品行货 联保包邮,"消费者保障	七天退换	正品保障",七天退换,月售4笔,福建 龙岩,963.00        运费：0.00           信用卡折扣,锦浩数码专营店,4,0
Philips/飞利浦 X623手机 马拉松 双卡双待 超长待机 X513升级版,"消费者保障	七天退换	正品保障",七天退换,"月售113笔	188条评价",上海,938.00        运费：12.00           信用卡,晟功数码专营店,113,188
HTC原装G31/evo双核1.5G电容屏智能手机安卓Android 4.1高清QHD屏,消费者保障,无七天退换,"月售22笔	2条评价",上海,1199.00        运费：0.00           信用卡,tangweiren1984,22,2
Daxian/大显W111 老人手机 大字体 大声大屏 正品行货 送原厂电<e6><b1>,"消费者保障	七天退换",七天退换,"月售29笔	28条评价",北京,100.00        运费：8.00           信用卡,捷victstar,29,28
Coolpad/酷派 7019手机正品 送硅胶套 双卡双待,"消费者保障	七天退换",七天退换,"月售41笔	26条评价",北京,488.00        运费：10.00           信用卡,卓宇世纪正品店,41,26
Motorola/摩托罗拉 EX212 a1200E原装正品智能翻盖手机,消费者保障,无七天退换,"月售25笔	8条评价",广东 东莞,108.75        运费：0.00           折扣,千户通讯,25,8
原装正品melrose001迷你袖珍最可爱超小新款2012女男学生直板手机,"消费者保障	七天退换",七天退换,"月售294笔	23条评价",广东 深圳,125.01        运费：0.00           信用卡,海洋星蓝,294,23
天天特价金牌卖家 CKING 盛泰G118儿童手机儿童手机带MP3送礼,"消费者保障	七天退换",七天退换,"月售9笔	22条评价",河南 郑州,207.00        运费：10.00           信用卡折扣,dujunling708,9,22
